,L2,time,entropy,M,N,S,std,jump,jump_prob,epsi,subsample,EMML_itr,E
95,1.08432095243074,185.728514432907,1.1677302865348E+038,181,20,300,0.05,0.3,0.5,0.01,1,20000,200
96,3.48623787363357,203.037031650543,1.69875766153012E+038,234,20,300,0.01,0.3,0.5,0.01,1,20000,200
97,1.97946812048447,273.344090223312,1.74485421830802E+038,234,20,300,0.025,0.3,0.5,0.01,1,20000,200
98,1.15221977152701,199.521577119827,8.55745499185677E+037,234,20,300,0.05,0.3,0.5,0.01,1,20000,200
99,3.49385691745821,370.298750638962,1.08913143026055E+038,304,20,300,0.01,0.3,0.5,0.01,1,20000,200
100,1.97870592352067,228.350100278854,9.39128608631326E+037,304,20,300,0.025,0.3,0.5,0.01,1,20000,200
101,1.1841328568731,222.643188476562,1.11946108911284E+038,304,20,300,0.05,0.3,0.5,0.01,1,20000,200
102,3.48213385939465,258.536826610565,1.4071120005353E+038,395,20,300,0.01,0.3,0.5,0.01,1,20000,200
103,2.02625789843193,244.331307411194,1.16179475523622E+038,395,20,300,0.025,0.3,0.5,0.01,1,20000,200
104,1.2442160751173,246.052054643631,2.38925042706982E+038,395,20,300,0.05,0.3,0.5,0.01,1,20000,200
105,3.45881675000164,286.604895353317,7.01231863598454E+037,512,20,300,0.01,0.3,0.5,0.01,1,20000,200
106,1.98001863574384,290.721275568008,4.14367674848915E+037,512,20,300,0.025,0.3,0.5,0.01,1,20000,200
107,1.10795056945824,284.150298833847,2.60475237269415E+038,512,20,300,0.05,0.3,0.5,0.01,1,20000,200
108,3.50410109244263,345.545580148697,7.30785550477145E+037,664,20,300,0.01,0.3,0.5,0.01,1,20000,200
109,1.95621695619096,340.203667163849,2.49924978142326E+038,664,20,300,0.025,0.3,0.5,0.01,1,20000,200
110,1.21884408341273,342.767424106598,9.99584633500051E+037,664,20,300,0.05,0.3,0.5,0.01,1,20000,200
111,3.58532615404951,44.800448179245,1.31591249065274E+038,1,20,300,0.01,0.3,0.5,0.01,1,5000,200
112,2.06495290782375,40.8047814369202,1.69564166056458E+038,1,20,300,0.025,0.3,0.5,0.01,1,5000,200
113,1.17336847771571,38.6423563957214,3.27583821055868E+038,1,20,300,0.05,0.3,0.5,0.01,1,5000,200
114,3.52570753971663,47.1757397651672,2.02493564012861E+038,2,20,300,0.01,0.3,0.5,0.01,1,5000,200
115,1.97973509654527,45.42538189888,3.99301122359605E+037,2,20,300,0.025,0.3,0.5,0.01,1,5000,200
116,1.10049866723585,41.6391067504883,1.00375441255925E+038,2,20,300,0.05,0.3,0.5,0.01,1,5000,200
117,3.48704598949314,46.8048737049103,1.96020052192504E+038,3,20,300,0.01,0.3,0.5,0.01,1,5000,200
118,1.93529745054717,44.3604512214661,9.8079919417243E+037,3,20,300,0.025,0.3,0.5,0.01,1,5000,200
119,1.16336188547811,45.4188921451569,1.56361233879039E+038,3,20,300,0.05,0.3,0.5,0.01,1,5000,200
120,3.51133639456864,50.2659149169922,9.57595800287538E+037,4,20,300,0.01,0.3,0.5,0.01,1,5000,200
121,1.99784950069599,48.7117974758148,2.38003458896183E+038,4,20,300,0.025,0.3,0.5,0.01,1,5000,200
122,1.43386053762402,48.8766634464264,1.06117182832343E+038,4,20,300,0.05,0.3,0.5,0.01,1,5000,200
123,3.50453210169234,40.3870208263397,3.04883177095727E+038,6,20,300,0.01,0.3,0.5,0.01,1,5000,200
124,2.04260295140159,42.7525744438171,4.11065536958389E+036,6,20,300,0.025,0.3,0.5,0.01,1,5000,200
125,1.22638741396629,40.0751082897186,7.06353962046E+037,6,20,300,0.05,0.3,0.5,0.01,1,5000,200
126,3.49673864846254,37.116596698761,2.96400496488476E+038,8,20,300,0.01,0.3,0.5,0.01,1,5000,200
127,2.04121632961262,36.332772731781,1.006671987742E+038,8,20,300,0.025,0.3,0.5,0.01,1,5000,200
128,1.07137473894464,40.7552938461304,1.93203806690272E+037,8,20,300,0.05,0.3,0.5,0.01,1,5000,200
129,3.56482548325844,33.700350522995,5.93811036214773E+037,10,20,300,0.01,0.3,0.5,0.01,1,5000,200
130,1.96630891684678,36.2549765110016,2.54317208939437E+038,10,20,300,0.025,0.3,0.5,0.01,1,5000,200
131,1.27980485018108,34.2422473430634,1.95031929087039E+038,10,20,300,0.05,0.3,0.5,0.01,1,5000,200
132,3.51850961343108,37.6885914802551,9.2599408931906E+037,13,20,300,0.01,0.3,0.5,0.01,1,5000,200
133,1.9656019575864,32.8118965625763,1.93210700137714E+038,13,20,300,0.025,0.3,0.5,0.01,1,5000,200
134,1.20142634451374,35.2096724510193,7.97490784944768E+037,13,20,300,0.05,0.3,0.5,0.01,1,5000,200
135,3.48343191528268,33.8964304924011,3.0029698216085E+038,17,20,300,0.01,0.3,0.5,0.01,1,5000,200
136,1.90563316351873,35.2968742847443,5.72889624735681E+036,17,20,300,0.025,0.3,0.5,0.01,1,5000,200
137,1.18933732784765,34.088419675827,3.31333081237556E+038,17,20,300,0.05,0.3,0.5,0.01,1,5000,200
138,3.4995301817754,33.7896790504456,1.95902469581747E+038,22,20,300,0.01,0.3,0.5,0.01,1,5000,200
139,1.95921605145417,32.6853806972504,4.39238516221203E+037,22,20,300,0.025,0.3,0.5,0.01,1,5000,200
140,1.31109843619174,33.6071627140045,1.0263388746995E+038,22,20,300,0.05,0.3,0.5,0.01,1,5000,200
141,3.47820108652487,35.8784854412079,1.68857855859387E+038,29,20,300,0.01,0.3,0.5,0.01,1,5000,200
142,1.97477928222416,33.6773474216461,2.9443373036671E+038,29,20,300,0.025,0.3,0.5,0.01,1,5000,200
143,1.16303592497418,34.9355227947235,1.92544350703077E+038,29,20,300,0.05,0.3,0.5,0.01,1,5000,200
144,3.53334440331603,34.8585538864136,7.19543601257052E+037,38,20,300,0.01,0.3,0.5,0.01,1,5000,200
145,1.99358022486306,35.6760973930359,2.85331935492431E+038,38,20,300,0.025,0.3,0.5,0.01,1,5000,200
146,1.17796717360482,34.8774571418762,3.35011851211664E+038,38,20,300,0.05,0.3,0.5,0.01,1,5000,200
147,3.51742086734308,36.225757598877,1.18501374545679E+038,49,20,300,0.01,0.3,0.5,0.01,1,5000,200
148,1.98922103099199,35.8657476902008,2.47031596432096E+038,49,20,300,0.025,0.3,0.5,0.01,1,5000,200
149,1.17285575073468,36.7245953083038,7.15442628904412E+037,49,20,300,0.05,0.3,0.5,0.01,1,5000,200
150,3.5129530560124,37.4308080673218,1.99231219809116E+038,64,20,300,0.01,0.3,0.5,0.01,1,5000,200
151,1.98910969546415,37.9203319549561,3.27650975287773E+038,64,20,300,0.025,0.3,0.5,0.01,1,5000,200
152,1.10546771970435,37.7089333534241,7.9720943564216E+037,64,20,300,0.05,0.3,0.5,0.01,1,5000,200
153,3.57234744296245,260.162652015686,2.82923423281236E+038,83,20,300,0.01,0.3,0.5,0.01,1,20000,200
154,1.92402490014549,349.724200487137,8.2230099111282E+037,83,20,300,0.025,0.3,0.5,0.01,1,20000,200
155,1.23183318067879,310.38533449173,1.26660263136722E+038,83,20,300,0.05,0.3,0.5,0.01,1,20000,200
156,3.53743957685827,315.487755775452,8.78993658351548E+037,107,20,300,0.01,0.3,0.5,0.01,1,20000,200
157,2.00779032300917,163.77676153183,4.53227137100819E+037,107,20,300,0.025,0.3,0.5,0.01,1,20000,200
158,1.21256586053781,279.197081804275,1.63738196259322E+038,107,20,300,0.05,0.3,0.5,0.01,1,20000,200
159,3.53720568631924,254.375010490417,2.90554175589389E+038,139,20,300,0.01,0.3,0.5,0.01,1,20000,200
160,1.95864092554877,172.169133663178,2.44511283105698E+038,139,20,300,0.025,0.3,0.5,0.01,1,20000,200
161,1.04837859824143,164.269750356674,1.86806079440147E+038,139,20,300,0.05,0.3,0.5,0.01,1,20000,200
162,3.52058042450428,220.720653772354,2.50178990919989E+038,181,20,300,0.01,0.3,0.5,0.01,1,20000,200
163,1.96077592666496,324.941084623337,3.1984173863665E+038,181,20,300,0.025,0.3,0.5,0.01,1,20000,200
164,1.1009372860314,169.306832313538,2.18601584211593E+038,181,20,300,0.05,0.3,0.5,0.01,1,20000,200
165,3.50266606479914,179.066568613052,3.80344623333097E+037,234,20,300,0.01,0.3,0.5,0.01,1,20000,200
166,1.98492252733821,209.866379737854,6.25952665243632E+037,234,20,300,0.025,0.3,0.5,0.01,1,20000,200
167,1.13646371505009,193.764395475388,2.45681770517287E+038,234,20,300,0.05,0.3,0.5,0.01,1,20000,200
168,3.5026811078809,224.421786308289,3.30929584348693E+038,304,20,300,0.01,0.3,0.5,0.01,1,20000,200
169,1.95583666959284,208.288790225983,1.63546638022851E+038,304,20,300,0.025,0.3,0.5,0.01,1,20000,200
170,1.0488988931081,240.077391862869,2.00369362339053E+038,304,20,300,0.05,0.3,0.5,0.01,1,20000,200
171,3.50174659887528,230.997835636139,3.09191387441204E+038,395,20,300,0.01,0.3,0.5,0.01,1,20000,200
172,2.02921124180369,241.516715764999,9.7797917654529E+037,395,20,300,0.025,0.3,0.5,0.01,1,20000,200
173,1.07072775277141,237.312028169632,3.03654905542354E+038,395,20,300,0.05,0.3,0.5,0.01,1,20000,200
174,3.49185996230035,244.532513141632,1.76209135101084E+038,512,20,300,0.01,0.3,0.5,0.01,1,20000,200
175,1.948614973548,270.978590011597,2.47934105313727E+038,512,20,300,0.025,0.3,0.5,0.01,1,20000,200
176,1.05963170913348,256.676599025726,2.73339728219684E+038,512,20,300,0.05,0.3,0.5,0.01,1,20000,200
177,3.47655379882412,298.127424716949,6.54990690907591E+037,664,20,300,0.01,0.3,0.5,0.01,1,20000,200
178,1.98351585820146,311.624152898788,9.370433428112E+037,664,20,300,0.025,0.3,0.5,0.01,1,20000,200
179,1.28089020704339,320.817557096481,1.62483904697274E+038,664,20,300,0.05,0.3,0.5,0.01,1,20000,200
180,3.49912612954956,47.601909160614,2.94152414450893E+038,1,20,300,0.01,0.3,0.5,0.01,1,5000,200
181,2.02415043392461,46.7739448547363,1.39029772127273E+038,1,20,300,0.025,0.3,0.5,0.01,1,5000,200
182,1.38438873782484,41.913010597229,2.76500661194471E+038,1,20,300,0.05,0.3,0.5,0.01,1,5000,200
183,3.67831346800796,46.2975869178772,2.56315786030889E+038,2,20,300,0.01,0.3,0.5,0.01,1,5000,200
184,1.95506018057487,74.5680961608887,2.40462634681138E+038,2,20,300,0.025,0.3,0.5,0.01,1,5000,200
185,1.15440627489547,66.2330296039581,6.00526928702071E+037,2,20,300,0.05,0.3,0.5,0.01,1,5000,200
186,3.50371405909093,48.7299072742462,2.68471129231286E+038,3,20,300,0.01,0.3,0.5,0.01,1,5000,200
187,1.92779542966124,46.0639824867249,8.40235142194368E+037,3,20,300,0.025,0.3,0.5,0.01,1,5000,200
188,1.26569726843781,43.7381737232208,2.87936330541951E+038,3,20,300,0.05,0.3,0.5,0.01,1,5000,200
189,3.44283617179544,51.0052528381348,1.87705648179276E+038,4,20,300,0.01,0.3,0.5,0.01,1,5000,200
190,1.94210757817825,50.9055416584015,1.63022744524218E+038,4,20,300,0.025,0.3,0.5,0.01,1,5000,200
191,1.17200738353406,50.9860732555389,2.53397796788123E+038,4,20,300,0.05,0.3,0.5,0.01,1,5000,200
192,3.50252920139978,74.5828032493591,6.543305581477E+037,6,20,300,0.01,0.3,0.5,0.01,1,5000,200
193,1.9403004301404,52.7018013000488,2.26432443856395E+038,6,20,300,0.025,0.3,0.5,0.01,1,5000,200
194,1.21206230402277,42.3809411525726,1.21619236725859E+038,6,20,300,0.05,0.3,0.5,0.01,1,5000,200
195,3.52010907977529,36.6487970352173,2.96188819034265E+038,8,20,300,0.01,0.3,0.5,0.01,1,5000,200
196,2.02506072300067,39.7414116859436,1.07009043640899E+038,8,20,300,0.025,0.3,0.5,0.01,1,5000,200
197,1.16356339569162,42.0318450927734,1.80147534493992E+038,8,20,300,0.05,0.3,0.5,0.01,1,5000,200
198,3.53370682560904,43.296954870224,2.58860926457955E+038,10,20,300,0.01,0.3,0.5,0.01,1,5000,200
199,1.98512633319603,39.1754927635193,1.63807208204326E+038,10,20,300,0.025,0.3,0.5,0.01,1,5000,200
200,1.21724883611358,37.079922914505,2.23260574455646E+038,10,20,300,0.05,0.3,0.5,0.01,1,5000,200
201,3.51293401716933,37.7992017269135,3.5407019538173E+037,13,20,300,0.01,0.3,0.5,0.01,1,5000,200
202,1.94901175798172,36.0025908946991,9.19883951128719E+037,13,20,300,0.025,0.3,0.5,0.01,1,5000,200
203,1.28277061715474,36.693995475769,1.58639091358423E+038,13,20,300,0.05,0.3,0.5,0.01,1,5000,200
204,3.56242251991446,37.4721910953522,1.51742957213401E+038,17,20,300,0.01,0.3,0.5,0.01,1,5000,200
205,2.03109028847605,36.4055202007294,2.8226172661325E+038,17,20,300,0.025,0.3,0.5,0.01,1,5000,200
206,1.16217033252324,37.3207609653473,2.58707811194929E+038,17,20,300,0.05,0.3,0.5,0.01,1,5000,200
207,3.52479716646632,37.5968525409698,1.18686886830463E+038,22,20,300,0.01,0.3,0.5,0.01,1,5000,200
208,2.02039630231128,35.7538890838623,2.82328855963539E+038,22,20,300,0.025,0.3,0.5,0.01,1,5000,200
209,1.19650595794633,35.1115517616272,2.24227088283056E+038,22,20,300,0.05,0.3,0.5,0.01,1,5000,200
210,3.50732334846519,36.4767410755157,1.30729632189521E+038,29,20,300,0.01,0.3,0.5,0.01,1,5000,200
211,1.9512949153144,36.6903200149536,2.99881386302276E+038,29,20,300,0.025,0.3,0.5,0.01,1,5000,200
212,1.24098060880232,38.4835426807404,1.8784634004267E+038,29,20,300,0.05,0.3,0.5,0.01,1,5000,200
213,3.54820916271251,36.4974112510681,2.92158593500409E+038,38,20,300,0.01,0.3,0.5,0.01,1,5000,200
214,1.9401505202891,36.6290714740753,3.12139205076114E+038,38,20,300,0.025,0.3,0.5,0.01,1,5000,200
215,1.21828479118198,37.6065227985382,2.83730432619066E+038,38,20,300,0.05,0.3,0.5,0.01,1,5000,200
216,3.53482761972575,37.6686782836914,7.19103624343972E+037,49,20,300,0.01,0.3,0.5,0.01,1,5000,200
217,1.91511867424115,44.5035853385925,3.29224816660418E+038,49,20,300,0.025,0.3,0.5,0.01,1,5000,200
218,1.18009005549861,38.883074760437,3.31216825852426E+037,49,20,300,0.05,0.3,0.5,0.01,1,5000,200
219,3.50983986498664,42.2895309925079,1.99775531304222E+038,64,20,300,0.01,0.3,0.5,0.01,1,5000,200
220,1.97197666034837,42.4734492301941,2.99757340868553E+037,64,20,300,0.025,0.3,0.5,0.01,1,5000,200
221,1.14670058344848,43.0985162258148,6.36077006930642E+037,64,20,300,0.05,0.3,0.5,0.01,1,5000,200
222,3.49290096728637,75.9764788150787,5.4058093315207E+037,1,20,300,0.01,0.3,0.5,0.01,1,5000,200
223,1.99602764658201,131.014847517014,2.71837897025896E+038,1,20,300,0.025,0.3,0.5,0.01,1,5000,200
224,1.27921847907533,153.389724969864,1.54873407448224E+038,1,20,300,0.05,0.3,0.5,0.01,1,5000,200
225,3.60860506039373,133.992126703262,1.88255134032164E+037,2,20,300,0.01,0.3,0.5,0.01,1,5000,200
226,1.94505506935185,90.1112012863159,2.04754454775561E+038,2,20,300,0.025,0.3,0.5,0.01,1,5000,200
227,1.23270834714432,66.0831582546234,3.37620436339552E+037,2,20,300,0.05,0.3,0.5,0.01,1,5000,200
228,3.48007365582031,233.200848579407,2.6415946687019E+038,3,20,300,0.01,0.3,0.5,0.01,1,5000,200
229,1.98740604517157,73.9335823059082,1.81392546045347E+038,3,20,300,0.025,0.3,0.5,0.01,1,5000,200
230,1.16842247346604,229.97606921196,4.54106052330966E+037,3,20,300,0.05,0.3,0.5,0.01,1,5000,200
231,3.52197811068326,68.0768792629242,2.46440849769062E+038,4,20,300,0.01,0.3,0.5,0.01,1,5000,200
232,1.96187650442824,221.997550964355,2.02893961167613E+038,4,20,300,0.025,0.3,0.5,0.01,1,5000,200
233,1.29148087392842,65.4114954471588,1.22564718951932E+036,4,20,300,0.05,0.3,0.5,0.01,1,5000,200
234,3.53314446088622,51.4133145809174,6.34883238307113E+037,6,20,300,0.01,0.3,0.5,0.01,1,5000,200
235,1.96887781418107,55.9846768379211,3.00473010432071E+038,6,20,300,0.025,0.3,0.5,0.01,1,5000,200
236,1.0927613227504,55.8685126304627,6.14349004990327E+037,6,20,300,0.05,0.3,0.5,0.01,1,5000,200
237,3.49282732793516,62.6863417625427,2.57688253691658E+038,8,20,300,0.01,0.3,0.5,0.01,1,5000,200
238,1.90107361922597,41.6832938194275,1.91780700596041E+038,8,20,300,0.025,0.3,0.5,0.01,1,5000,200
239,1.15564073903661,46.8891599178314,1.65806121557515E+038,8,20,300,0.05,0.3,0.5,0.01,1,5000,200
240,3.49478412055983,39.6368169784546,1.02664643810171E+038,10,20,300,0.01,0.3,0.5,0.01,1,5000,200
